"from","to","combined_score"
"9606.ENSP00000377492","9606.ENSP00000411532",923
"9606.ENSP00000377536","9606.ENSP00000411532",926
"9606.ENSP00000377536","9606.ENSP00000411532",926
"9606.ENSP00000378699","9606.ENSP00000411532",996
"9606.ENSP00000378699","9606.ENSP00000411532",996
"9606.ENSP00000402084","9606.ENSP00000411532",467
"9606.ENSP00000402084","9606.ENSP00000411532",467
"9606.ENSP00000259874","9606.ENSP00000412324",742
"9606.ENSP00000259874","9606.ENSP00000412324",742
"9606.ENSP00000262067","9606.ENSP00000412324",648
"9606.ENSP00000262067","9606.ENSP00000412324",648
"9606.ENSP00000278616","9606.ENSP00000412324",473
"9606.ENSP00000278616","9606.ENSP00000412324",473
"9606.ENSP00000315743","9606.ENSP00000412324",688
"9606.ENSP00000315743","9606.ENSP00000412324",688
"9606.ENSP00000332049","9606.ENSP00000412324",602
"9606.ENSP00000332049","9606.ENSP00000412324",602
"9606.ENSP00000361021","9606.ENSP00000412324",400
"9606.ENSP00000361021","9606.ENSP00000412324",400
"9606.ENSP00000218388","9606.ENSP00000416066",488
"9606.ENSP00000218388","9606.ENSP00000416066",488
"9606.ENSP00000222390","9606.ENSP00000416066",478
"9606.ENSP00000222390","9606.ENSP00000416066",478
"9606.ENSP00000227266","9606.ENSP00000416066",537
"9606.ENSP00000227266","9606.ENSP00000416066",537
"9606.ENSP00000254801","9606.ENSP00000416066",417
"9606.ENSP00000254801","9606.ENSP00000416066",417
"9606.ENSP00000261267","9606.ENSP00000416066",508
"9606.ENSP00000261267","9606.ENSP00000416066",508
"9606.ENSP00000300692","9606.ENSP00000416066",490
"9606.ENSP00000300692","9606.ENSP00000416066",490
"9606.ENSP00000345672","9606.ENSP00000416066",542
"9606.ENSP00000345672","9606.ENSP00000416066",542
"9606.ENSP00000346839","9606.ENSP00000416066",666
"9606.ENSP00000346839","9606.ENSP00000416066",666
"9606.ENSP00000361405","9606.ENSP00000416066",555
"9606.ENSP00000361405","9606.ENSP00000416066",555
"9606.ENSP00000339245","9606.ENSP00000416959",755
"9606.ENSP00000339245","9606.ENSP00000416959",755
"9606.ENSP00000360532","9606.ENSP00000416959",514
"9606.ENSP00000360532","9606.ENSP00000416959",514
"9606.ENSP00000262352","9606.ENSP00000417085",456
"9606.ENSP00000262352","9606.ENSP00000417085",456
"9606.ENSP00000285238","9606.ENSP00000417085",463
"9606.ENSP00000285238","9606.ENSP00000417085",463
"9606.ENSP00000228843","9606.ENSP00000418960",851
"9606.ENSP00000228843","9606.ENSP00000418960",851
"9606.ENSP00000247191","9606.ENSP00000418960",636
"9606.ENSP00000247191","9606.ENSP00000418960",636
"9606.ENSP00000251496","9606.ENSP00000418960",661
"9606.ENSP00000251496","9606.ENSP00000418960",661
"9606.ENSP00000254657","9606.ENSP00000418960",408
"9606.ENSP00000254657","9606.ENSP00000418960",408
"9606.ENSP00000260731","9606.ENSP00000418960",649
"9606.ENSP00000260731","9606.ENSP00000418960",649
"9606.ENSP00000261597","9606.ENSP00000418960",528
"9606.ENSP00000261597","9606.ENSP00000418960",528
"9606.ENSP00000278616","9606.ENSP00000418960",999
"9606.ENSP00000278616","9606.ENSP00000418960",999
"9606.ENSP00000296509","9606.ENSP00000418960",568
"9606.ENSP00000296509","9606.ENSP00000418960",568
"9606.ENSP00000300035","9606.ENSP00000418960",850
"9606.ENSP00000300035","9606.ENSP00000418960",850
"9606.ENSP00000336868","9606.ENSP00000418960",465
"9606.ENSP00000336868","9606.ENSP00000418960",465
"9606.ENSP00000351250","9606.ENSP00000418960",438
"9606.ENSP00000351250","9606.ENSP00000418960",438
"9606.ENSP00000353770","9606.ENSP00000418960",708
"9606.ENSP00000353770","9606.ENSP00000418960",708
"9606.ENSP00000354394","9606.ENSP00000418960",906
"9606.ENSP00000354394","9606.ENSP00000418960",906
"9606.ENSP00000354487","9606.ENSP00000418960",404
"9606.ENSP00000354487","9606.ENSP00000418960",404
"9606.ENSP00000355922","9606.ENSP00000418960",824
"9606.ENSP00000355922","9606.ENSP00000418960",824
"9606.ENSP00000356379","9606.ENSP00000418960",706
"9606.ENSP00000356379","9606.ENSP00000418960",706
"9606.ENSP00000357643","9606.ENSP00000418960",665
"9606.ENSP00000357643","9606.ENSP00000418960",665
"9606.ENSP00000360266","9606.ENSP00000418960",892
"9606.ENSP00000360266","9606.ENSP00000418960",892
"9606.ENSP00000361021","9606.ENSP00000418960",812
"9606.ENSP00000361021","9606.ENSP00000418960",812
"9606.ENSP00000376457","9606.ENSP00000418960",611
"9606.ENSP00000376457","9606.ENSP00000418960",611
"9606.ENSP00000377492","9606.ENSP00000418960",989
"9606.ENSP00000377492","9606.ENSP00000418960",989
"9606.ENSP00000377536","9606.ENSP00000418960",436
"9606.ENSP00000377536","9606.ENSP00000418960",436
"9606.ENSP00000378699","9606.ENSP00000418960",906
"9606.ENSP00000378699","9606.ENSP00000418960",906
"9606.ENSP00000384849","9606.ENSP00000418960",709
"9606.ENSP00000384849","9606.ENSP00000418960",709
"9606.ENSP00000402084","9606.ENSP00000418960",657
"9606.ENSP00000402084","9606.ENSP00000418960",657
"9606.ENSP00000411532","9606.ENSP00000418960",906
"9606.ENSP00000411532","9606.ENSP00000418960",906
"9606.ENSP00000216338","9606.ENSP00000420384",634
"9606.ENSP00000216338","9606.ENSP00000420384",634
"9606.ENSP00000216341","9606.ENSP00000420384",622
"9606.ENSP00000216341","9606.ENSP00000420384",622
"9606.ENSP00000227266","9606.ENSP00000420384",722
"9606.ENSP00000227266","9606.ENSP00000420384",722
"9606.ENSP00000262629","9606.ENSP00000420384",590
"9606.ENSP00000262629","9606.ENSP00000420384",590
"9606.ENSP00000268638","9606.ENSP00000420384",400
"9606.ENSP00000268638","9606.ENSP00000420384",400
"9606.ENSP00000274306","9606.ENSP00000420384",708
"9606.ENSP00000274306","9606.ENSP00000420384",708
"9606.ENSP00000300692","9606.ENSP00000420384",415
"9606.ENSP00000300692","9606.ENSP00000420384",415
"9606.ENSP00000302569","9606.ENSP00000420384",512
"9606.ENSP00000302569","9606.ENSP00000420384",512
"9606.ENSP00000345672","9606.ENSP00000420384",527
"9606.ENSP00000345672","9606.ENSP00000420384",527
"9606.ENSP00000358490","9606.ENSP00000420384",469
"9606.ENSP00000358490","9606.ENSP00000420384",469
"9606.ENSP00000363773","9606.ENSP00000420384",404
"9606.ENSP00000363773","9606.ENSP00000420384",404
"9606.ENSP00000365227","9606.ENSP00000420384",474
"9606.ENSP00000365227","9606.ENSP00000420384",474
"9606.ENSP00000398568","9606.ENSP00000420384",615
"9606.ENSP00000398568","9606.ENSP00000420384",615
"9606.ENSP00000411355","9606.ENSP00000420384",441
"9606.ENSP00000411355","9606.ENSP00000420384",441
"9606.ENSP00000224337","9606.ENSP00000420494",561
"9606.ENSP00000224337","9606.ENSP00000420494",561
"9606.ENSP00000262629","9606.ENSP00000420494",489
"9606.ENSP00000262629","9606.ENSP00000420494",489
"9606.ENSP00000364907","9606.ENSP00000420494",964
"9606.ENSP00000364907","9606.ENSP00000420494",964
"9606.ENSP00000278616","9606.ENSP00000426191",998
"9606.ENSP00000278616","9606.ENSP00000426191",998
"9606.ENSP00000378699","9606.ENSP00000426191",445
"9606.ENSP00000378699","9606.ENSP00000426191",445
"9606.ENSP00000402084","9606.ENSP00000426191",555
"9606.ENSP00000402084","9606.ENSP00000426191",555
"9606.ENSP00000411532","9606.ENSP00000426191",422
"9606.ENSP00000411532","9606.ENSP00000426191",422
"9606.ENSP00000418960","9606.ENSP00000426191",882
"9606.ENSP00000418960","9606.ENSP00000426191",882
"9606.ENSP00000228843","9606.ENSP00000428489",895
"9606.ENSP00000228843","9606.ENSP00000428489",895
"9606.ENSP00000247191","9606.ENSP00000428489",979
"9606.ENSP00000247191","9606.ENSP00000428489",979
"9606.ENSP00000251496","9606.ENSP00000428489",963
"9606.ENSP00000251496","9606.ENSP00000428489",963
"9606.ENSP00000260731","9606.ENSP00000428489",968
"9606.ENSP00000260731","9606.ENSP00000428489",968
"9606.ENSP00000261597","9606.ENSP00000428489",967
"9606.ENSP00000261597","9606.ENSP00000428489",967
"9606.ENSP00000296503","9606.ENSP00000428489",608
"9606.ENSP00000296503","9606.ENSP00000428489",608
"9606.ENSP00000296509","9606.ENSP00000428489",986
"9606.ENSP00000296509","9606.ENSP00000428489",986
"9606.ENSP00000300035","9606.ENSP00000428489",899
"9606.ENSP00000300035","9606.ENSP00000428489",899
"9606.ENSP00000306473","9606.ENSP00000428489",850
"9606.ENSP00000306473","9606.ENSP00000428489",850
"9606.ENSP00000336868","9606.ENSP00000428489",873
"9606.ENSP00000336868","9606.ENSP00000428489",873
"9606.ENSP00000353770","9606.ENSP00000428489",959
"9606.ENSP00000353770","9606.ENSP00000428489",959
"9606.ENSP00000355922","9606.ENSP00000428489",952
"9606.ENSP00000355922","9606.ENSP00000428489",952
"9606.ENSP00000356379","9606.ENSP00000428489",956
"9606.ENSP00000356379","9606.ENSP00000428489",956
"9606.ENSP00000357643","9606.ENSP00000428489",898
"9606.ENSP00000357643","9606.ENSP00000428489",898
"9606.ENSP00000361021","9606.ENSP00000428489",502
"9606.ENSP00000361021","9606.ENSP00000428489",502
"9606.ENSP00000367276","9606.ENSP00000428489",851
"9606.ENSP00000367276","9606.ENSP00000428489",851
"9606.ENSP00000376457","9606.ENSP00000428489",896
"9606.ENSP00000376457","9606.ENSP00000428489",896
"9606.ENSP00000377492","9606.ENSP00000428489",943
"9606.ENSP00000377492","9606.ENSP00000428489",943
"9606.ENSP00000377536","9606.ENSP00000428489",940
"9606.ENSP00000377536","9606.ENSP00000428489",940
"9606.ENSP00000378699","9606.ENSP00000428489",998
"9606.ENSP00000378699","9606.ENSP00000428489",998
"9606.ENSP00000402084","9606.ENSP00000428489",413
"9606.ENSP00000402084","9606.ENSP00000428489",413
"9606.ENSP00000411532","9606.ENSP00000428489",992
"9606.ENSP00000411532","9606.ENSP00000428489",992
"9606.ENSP00000418960","9606.ENSP00000428489",475
"9606.ENSP00000418960","9606.ENSP00000428489",475
"9606.ENSP00000005587","9606.ENSP00000428924",723
"9606.ENSP00000005587","9606.ENSP00000428924",723
"9606.ENSP00000216797","9606.ENSP00000428924",481
"9606.ENSP00000216797","9606.ENSP00000428924",481
"9606.ENSP00000220003","9606.ENSP00000428924",930
"9606.ENSP00000220003","9606.ENSP00000428924",930
"9606.ENSP00000224337","9606.ENSP00000428924",984
"9606.ENSP00000224337","9606.ENSP00000428924",984
"9606.ENSP00000226279","9606.ENSP00000428924",575
"9606.ENSP00000226279","9606.ENSP00000428924",575
"9606.ENSP00000256935","9606.ENSP00000428924",921
"9606.ENSP00000256935","9606.ENSP00000428924",921
"9606.ENSP00000262629","9606.ENSP00000428924",520
"9606.ENSP00000262629","9606.ENSP00000428924",520
"9606.ENSP00000276420","9606.ENSP00000428924",550
"9606.ENSP00000276420","9606.ENSP00000428924",550
"9606.ENSP00000289473","9606.ENSP00000428924",437
"9606.ENSP00000289473","9606.ENSP00000428924",437
"9606.ENSP00000305355","9606.ENSP00000428924",918
"9606.ENSP00000305355","9606.ENSP00000428924",918
"9606.ENSP00000320509","9606.ENSP00000428924",929
"9606.ENSP00000320509","9606.ENSP00000428924",929
"9606.ENSP00000332049","9606.ENSP00000428924",764
"9606.ENSP00000332049","9606.ENSP00000428924",764
"9606.ENSP00000346839","9606.ENSP00000428924",553
"9606.ENSP00000346839","9606.ENSP00000428924",553
"9606.ENSP00000354394","9606.ENSP00000428924",945
"9606.ENSP00000354394","9606.ENSP00000428924",945
"9606.ENSP00000354901","9606.ENSP00000428924",488
"9606.ENSP00000354901","9606.ENSP00000428924",488
"9606.ENSP00000359073","9606.ENSP00000428924",793
"9606.ENSP00000359073","9606.ENSP00000428924",793
"9606.ENSP00000360266","9606.ENSP00000428924",945
"9606.ENSP00000360266","9606.ENSP00000428924",945
"9606.ENSP00000361021","9606.ENSP00000428924",454
"9606.ENSP00000361021","9606.ENSP00000428924",454
"9606.ENSP00000363117","9606.ENSP00000428924",935
"9606.ENSP00000363117","9606.ENSP00000428924",935
"9606.ENSP00000363993","9606.ENSP00000428924",498
"9606.ENSP00000363993","9606.ENSP00000428924",498
"9606.ENSP00000364907","9606.ENSP00000428924",967
"9606.ENSP00000364907","9606.ENSP00000428924",967
"9606.ENSP00000368759","9606.ENSP00000428924",439
"9606.ENSP00000368759","9606.ENSP00000428924",439
"9606.ENSP00000373301","9606.ENSP00000428924",924
"9606.ENSP00000373301","9606.ENSP00000428924",924
"9606.ENSP00000378699","9606.ENSP00000428924",890
"9606.ENSP00000378699","9606.ENSP00000428924",890
"9606.ENSP00000379980","9606.ENSP00000428924",964
"9606.ENSP00000379980","9606.ENSP00000428924",964
"9606.ENSP00000384192","9606.ENSP00000428924",495
"9606.ENSP00000384192","9606.ENSP00000428924",495
"9606.ENSP00000384371","9606.ENSP00000428924",932
"9606.ENSP00000384371","9606.ENSP00000428924",932
"9606.ENSP00000384849","9606.ENSP00000428924",914
"9606.ENSP00000384849","9606.ENSP00000428924",914
"9606.ENSP00000386884","9606.ENSP00000428924",847
"9606.ENSP00000386884","9606.ENSP00000428924",847
"9606.ENSP00000411355","9606.ENSP00000428924",991
"9606.ENSP00000411355","9606.ENSP00000428924",991
"9606.ENSP00000412324","9606.ENSP00000428924",909
"9606.ENSP00000412324","9606.ENSP00000428924",909
"9606.ENSP00000420494","9606.ENSP00000428924",957
"9606.ENSP00000420494","9606.ENSP00000428924",957
"9606.ENSP00000263238","9606.ENSP00000429150",680
"9606.ENSP00000263238","9606.ENSP00000429150",680
"9606.ENSP00000278616","9606.ENSP00000429309",463
"9606.ENSP00000278616","9606.ENSP00000429309",463
"9606.ENSP00000286639","9606.ENSP00000429633",534
"9606.ENSP00000286639","9606.ENSP00000429633",534
"9606.ENSP00000378699","9606.ENSP00000429633",413
"9606.ENSP00000378699","9606.ENSP00000429633",413
"9606.ENSP00000385036","9606.ENSP00000429633",460
"9606.ENSP00000385036","9606.ENSP00000429633",460
"9606.ENSP00000259392","9606.ENSP00000430598",865
"9606.ENSP00000259392","9606.ENSP00000430598",865
"9606.ENSP00000287156","9606.ENSP00000430598",535
"9606.ENSP00000287156","9606.ENSP00000430598",535
"9606.ENSP00000332449","9606.ENSP00000430598",655
"9606.ENSP00000332449","9606.ENSP00000430598",655
"9606.ENSP00000364246","9606.ENSP00000430598",685
"9606.ENSP00000364246","9606.ENSP00000430598",685
"9606.ENSP00000274793","9606.ENSP00000431284",545
"9606.ENSP00000274793","9606.ENSP00000431284",545
"9606.ENSP00000377492","9606.ENSP00000431284",442
"9606.ENSP00000377492","9606.ENSP00000431284",442
"9606.ENSP00000428924","9606.ENSP00000431284",502
"9606.ENSP00000428924","9606.ENSP00000431284",502
"9606.ENSP00000053243","9606.ENSP00000433277",421
"9606.ENSP00000053243","9606.ENSP00000433277",421
"9606.ENSP00000224337","9606.ENSP00000433277",508
"9606.ENSP00000224337","9606.ENSP00000433277",508
"9606.ENSP00000226279","9606.ENSP00000433277",552
"9606.ENSP00000226279","9606.ENSP00000433277",552
"9606.ENSP00000246657","9606.ENSP00000433277",454
"9606.ENSP00000246657","9606.ENSP00000433277",454
"9606.ENSP00000266557","9606.ENSP00000433277",548
"9606.ENSP00000266557","9606.ENSP00000433277",548
"9606.ENSP00000268638","9606.ENSP00000433277",402
"9606.ENSP00000268638","9606.ENSP00000433277",402
"9606.ENSP00000271324","9606.ENSP00000433277",443
"9606.ENSP00000271324","9606.ENSP00000433277",443
"9606.ENSP00000300692","9606.ENSP00000433277",513
"9606.ENSP00000300692","9606.ENSP00000433277",513
"9606.ENSP00000303920","9606.ENSP00000433277",521
"9606.ENSP00000303920","9606.ENSP00000433277",521
"9606.ENSP00000304236","9606.ENSP00000433277",542
"9606.ENSP00000304236","9606.ENSP00000433277",542
"9606.ENSP00000320509","9606.ENSP00000433277",501
"9606.ENSP00000320509","9606.ENSP00000433277",501
"9606.ENSP00000332049","9606.ENSP00000433277",514
"9606.ENSP00000332049","9606.ENSP00000433277",514
"9606.ENSP00000346442","9606.ENSP00000433277",478
"9606.ENSP00000346442","9606.ENSP00000433277",478
"9606.ENSP00000350844","9606.ENSP00000433277",554
"9606.ENSP00000350844","9606.ENSP00000433277",554
"9606.ENSP00000358490","9606.ENSP00000433277",510
"9606.ENSP00000358490","9606.ENSP00000433277",510
"9606.ENSP00000375899","9606.ENSP00000433277",447
"9606.ENSP00000375899","9606.ENSP00000433277",447
"9606.ENSP00000376786","9606.ENSP00000433277",561
"9606.ENSP00000376786","9606.ENSP00000433277",561
"9606.ENSP00000385036","9606.ENSP00000433277",586
"9606.ENSP00000385036","9606.ENSP00000433277",586
"9606.ENSP00000390020","9606.ENSP00000433277",417
"9606.ENSP00000390020","9606.ENSP00000433277",417
"9606.ENSP00000411355","9606.ENSP00000433277",613
"9606.ENSP00000411355","9606.ENSP00000433277",613
"9606.ENSP00000428924","9606.ENSP00000433277",470
"9606.ENSP00000428924","9606.ENSP00000433277",470
"9606.ENSP00000429633","9606.ENSP00000433277",433
"9606.ENSP00000429633","9606.ENSP00000433277",433
"9606.ENSP00000339245","9606.ENSP00000435210",513
"9606.ENSP00000339245","9606.ENSP00000435210",513
"9606.ENSP00000388402","9606.ENSP00000435210",442
"9606.ENSP00000388402","9606.ENSP00000435210",442
"9606.ENSP00000416959","9606.ENSP00000435210",605
"9606.ENSP00000416959","9606.ENSP00000435210",605
"9606.ENSP00000418960","9606.ENSP00000435210",973
"9606.ENSP00000418960","9606.ENSP00000435210",973
"9606.ENSP00000053243","9606.ENSP00000437940",635
"9606.ENSP00000053243","9606.ENSP00000437940",635
"9606.ENSP00000216341","9606.ENSP00000437940",683
"9606.ENSP00000216341","9606.ENSP00000437940",683
"9606.ENSP00000224337","9606.ENSP00000437940",647
"9606.ENSP00000224337","9606.ENSP00000437940",647
"9606.ENSP00000226279","9606.ENSP00000437940",908
"9606.ENSP00000226279","9606.ENSP00000437940",908
"9606.ENSP00000246657","9606.ENSP00000437940",809
"9606.ENSP00000246657","9606.ENSP00000437940",809
"9606.ENSP00000254801","9606.ENSP00000437940",417
"9606.ENSP00000254801","9606.ENSP00000437940",417
"9606.ENSP00000266557","9606.ENSP00000437940",897
"9606.ENSP00000266557","9606.ENSP00000437940",897
"9606.ENSP00000268638","9606.ENSP00000437940",568
"9606.ENSP00000268638","9606.ENSP00000437940",568
"9606.ENSP00000271324","9606.ENSP00000437940",433
"9606.ENSP00000271324","9606.ENSP00000437940",433
"9606.ENSP00000274306","9606.ENSP00000437940",493
"9606.ENSP00000274306","9606.ENSP00000437940",493
"9606.ENSP00000284240","9606.ENSP00000437940",823
"9606.ENSP00000284240","9606.ENSP00000437940",823
"9606.ENSP00000286758","9606.ENSP00000437940",624
"9606.ENSP00000286758","9606.ENSP00000437940",624
"9606.ENSP00000300692","9606.ENSP00000437940",531
"9606.ENSP00000300692","9606.ENSP00000437940",531
"9606.ENSP00000304236","9606.ENSP00000437940",660
"9606.ENSP00000304236","9606.ENSP00000437940",660
"9606.ENSP00000305651","9606.ENSP00000437940",557
"9606.ENSP00000305651","9606.ENSP00000437940",557
"9606.ENSP00000305988","9606.ENSP00000437940",561
"9606.ENSP00000305988","9606.ENSP00000437940",561
"9606.ENSP00000320509","9606.ENSP00000437940",460
"9606.ENSP00000320509","9606.ENSP00000437940",460
"9606.ENSP00000323280","9606.ENSP00000437940",410
"9606.ENSP00000323280","9606.ENSP00000437940",410
"9606.ENSP00000332049","9606.ENSP00000437940",854
"9606.ENSP00000332049","9606.ENSP00000437940",854
"9606.ENSP00000346839","9606.ENSP00000437940",422
"9606.ENSP00000346839","9606.ENSP00000437940",422
"9606.ENSP00000350844","9606.ENSP00000437940",764
"9606.ENSP00000350844","9606.ENSP00000437940",764
"9606.ENSP00000354394","9606.ENSP00000437940",501
"9606.ENSP00000354394","9606.ENSP00000437940",501
"9606.ENSP00000354901","9606.ENSP00000437940",744
"9606.ENSP00000354901","9606.ENSP00000437940",744
"9606.ENSP00000357643","9606.ENSP00000437940",564
"9606.ENSP00000357643","9606.ENSP00000437940",564
"9606.ENSP00000358490","9606.ENSP00000437940",826
"9606.ENSP00000358490","9606.ENSP00000437940",826
"9606.ENSP00000359073","9606.ENSP00000437940",821
"9606.ENSP00000359073","9606.ENSP00000437940",821
"9606.ENSP00000362795","9606.ENSP00000437940",690
"9606.ENSP00000362795","9606.ENSP00000437940",690
"9606.ENSP00000364907","9606.ENSP00000437940",984
"9606.ENSP00000364907","9606.ENSP00000437940",984
"9606.ENSP00000369286","9606.ENSP00000437940",539
"9606.ENSP00000369286","9606.ENSP00000437940",539
"9606.ENSP00000369293","9606.ENSP00000437940",644
"9606.ENSP00000369293","9606.ENSP00000437940",644
"9606.ENSP00000371219","9606.ENSP00000437940",410
"9606.ENSP00000371219","9606.ENSP00000437940",410
"9606.ENSP00000376786","9606.ENSP00000437940",633
"9606.ENSP00000376786","9606.ENSP00000437940",633
"9606.ENSP00000379980","9606.ENSP00000437940",733
"9606.ENSP00000379980","9606.ENSP00000437940",733
"9606.ENSP00000384371","9606.ENSP00000437940",967
"9606.ENSP00000384371","9606.ENSP00000437940",967
"9606.ENSP00000385036","9606.ENSP00000437940",737
"9606.ENSP00000385036","9606.ENSP00000437940",737
"9606.ENSP00000386884","9606.ENSP00000437940",685
"9606.ENSP00000386884","9606.ENSP00000437940",685
"9606.ENSP00000398568","9606.ENSP00000437940",681
"9606.ENSP00000398568","9606.ENSP00000437940",681
"9606.ENSP00000411355","9606.ENSP00000437940",927
"9606.ENSP00000411355","9606.ENSP00000437940",927
"9606.ENSP00000428924","9606.ENSP00000437940",999
"9606.ENSP00000428924","9606.ENSP00000437940",999
"9606.ENSP00000433277","9606.ENSP00000437940",871
"9606.ENSP00000433277","9606.ENSP00000437940",871
"9606.ENSP00000226279","9606.ENSP00000441434",922
"9606.ENSP00000226279","9606.ENSP00000441434",922
"9606.ENSP00000216341","9606.ENSP00000441691",715
"9606.ENSP00000216341","9606.ENSP00000441691",715
"9606.ENSP00000216797","9606.ENSP00000441691",551
"9606.ENSP00000216797","9606.ENSP00000441691",551
"9606.ENSP00000218388","9606.ENSP00000441691",428
"9606.ENSP00000218388","9606.ENSP00000441691",428
"9606.ENSP00000222390","9606.ENSP00000441691",487
"9606.ENSP00000222390","9606.ENSP00000441691",487
"9606.ENSP00000226279","9606.ENSP00000441691",696
"9606.ENSP00000226279","9606.ENSP00000441691",696
"9606.ENSP00000228463","9606.ENSP00000441691",961
"9606.ENSP00000228463","9606.ENSP00000441691",961
"9606.ENSP00000234091","9606.ENSP00000441691",465
"9606.ENSP00000234091","9606.ENSP00000441691",465
"9606.ENSP00000246657","9606.ENSP00000441691",766
"9606.ENSP00000246657","9606.ENSP00000441691",766
"9606.ENSP00000256935","9606.ENSP00000441691",406
"9606.ENSP00000256935","9606.ENSP00000441691",406
"9606.ENSP00000261267","9606.ENSP00000441691",480
"9606.ENSP00000261267","9606.ENSP00000441691",480
"9606.ENSP00000262629","9606.ENSP00000441691",877
"9606.ENSP00000262629","9606.ENSP00000441691",877
"9606.ENSP00000266557","9606.ENSP00000441691",706
"9606.ENSP00000266557","9606.ENSP00000441691",706
"9606.ENSP00000268638","9606.ENSP00000441691",739
"9606.ENSP00000268638","9606.ENSP00000441691",739
"9606.ENSP00000271324","9606.ENSP00000441691",551
"9606.ENSP00000271324","9606.ENSP00000441691",551
"9606.ENSP00000274306","9606.ENSP00000441691",496
"9606.ENSP00000274306","9606.ENSP00000441691",496
"9606.ENSP00000276420","9606.ENSP00000441691",403
"9606.ENSP00000276420","9606.ENSP00000441691",403
"9606.ENSP00000284240","9606.ENSP00000441691",991
"9606.ENSP00000284240","9606.ENSP00000441691",991
"9606.ENSP00000286758","9606.ENSP00000441691",504
"9606.ENSP00000286758","9606.ENSP00000441691",504
"9606.ENSP00000289473","9606.ENSP00000441691",601
"9606.ENSP00000289473","9606.ENSP00000441691",601
"9606.ENSP00000294507","9606.ENSP00000441691",562
"9606.ENSP00000294507","9606.ENSP00000441691",562
"9606.ENSP00000302569","9606.ENSP00000441691",710
"9606.ENSP00000302569","9606.ENSP00000441691",710
"9606.ENSP00000304236","9606.ENSP00000441691",948
"9606.ENSP00000304236","9606.ENSP00000441691",948
"9606.ENSP00000305651","9606.ENSP00000441691",701
"9606.ENSP00000305651","9606.ENSP00000441691",701
"9606.ENSP00000305988","9606.ENSP00000441691",521
"9606.ENSP00000305988","9606.ENSP00000441691",521
"9606.ENSP00000320509","9606.ENSP00000441691",431
"9606.ENSP00000320509","9606.ENSP00000441691",431
"9606.ENSP00000322276","9606.ENSP00000441691",571
"9606.ENSP00000322276","9606.ENSP00000441691",571
"9606.ENSP00000332049","9606.ENSP00000441691",929
"9606.ENSP00000332049","9606.ENSP00000441691",929
"9606.ENSP00000346839","9606.ENSP00000441691",959
"9606.ENSP00000346839","9606.ENSP00000441691",959
"9606.ENSP00000354394","9606.ENSP00000441691",618
"9606.ENSP00000354394","9606.ENSP00000441691",618
"9606.ENSP00000354901","9606.ENSP00000441691",641
"9606.ENSP00000354901","9606.ENSP00000441691",641
"9606.ENSP00000356505","9606.ENSP00000441691",679
"9606.ENSP00000356505","9606.ENSP00000441691",679
"9606.ENSP00000357643","9606.ENSP00000441691",574
"9606.ENSP00000357643","9606.ENSP00000441691",574
"9606.ENSP00000357722","9606.ENSP00000441691",447
"9606.ENSP00000357722","9606.ENSP00000441691",447
"9606.ENSP00000358490","9606.ENSP00000441691",685
"9606.ENSP00000358490","9606.ENSP00000441691",685
"9606.ENSP00000360266","9606.ENSP00000441691",476
"9606.ENSP00000360266","9606.ENSP00000441691",476
"9606.ENSP00000361021","9606.ENSP00000441691",401
"9606.ENSP00000361021","9606.ENSP00000441691",401
"9606.ENSP00000361405","9606.ENSP00000441691",969
"9606.ENSP00000361405","9606.ENSP00000441691",969
"9606.ENSP00000362795","9606.ENSP00000441691",708
"9606.ENSP00000362795","9606.ENSP00000441691",708
"9606.ENSP00000363117","9606.ENSP00000441691",667
"9606.ENSP00000363117","9606.ENSP00000441691",667
"9606.ENSP00000363512","9606.ENSP00000441691",680
"9606.ENSP00000363512","9606.ENSP00000441691",680
"9606.ENSP00000363773","9606.ENSP00000441691",559
"9606.ENSP00000363773","9606.ENSP00000441691",559
"9606.ENSP00000364907","9606.ENSP00000441691",648
"9606.ENSP00000364907","9606.ENSP00000441691",648
"9606.ENSP00000365227","9606.ENSP00000441691",862
"9606.ENSP00000365227","9606.ENSP00000441691",862
"9606.ENSP00000369286","9606.ENSP00000441691",570
"9606.ENSP00000369286","9606.ENSP00000441691",570
"9606.ENSP00000369293","9606.ENSP00000441691",625
"9606.ENSP00000369293","9606.ENSP00000441691",625
"9606.ENSP00000381581","9606.ENSP00000441691",437
"9606.ENSP00000381581","9606.ENSP00000441691",437
"9606.ENSP00000384371","9606.ENSP00000441691",460
"9606.ENSP00000384371","9606.ENSP00000441691",460
"9606.ENSP00000386884","9606.ENSP00000441691",705
"9606.ENSP00000386884","9606.ENSP00000441691",705
"9606.ENSP00000398568","9606.ENSP00000441691",676
"9606.ENSP00000398568","9606.ENSP00000441691",676
"9606.ENSP00000411355","9606.ENSP00000441691",953
"9606.ENSP00000411355","9606.ENSP00000441691",953
"9606.ENSP00000420384","9606.ENSP00000441691",577
"9606.ENSP00000420384","9606.ENSP00000441691",577
"9606.ENSP00000428924","9606.ENSP00000441691",824
"9606.ENSP00000428924","9606.ENSP00000441691",824
"9606.ENSP00000437940","9606.ENSP00000441691",890
"9606.ENSP00000437940","9606.ENSP00000441691",890
"9606.ENSP00000263238","9606.ENSP00000444645",951
"9606.ENSP00000263238","9606.ENSP00000444645",951
"9606.ENSP00000294742","9606.ENSP00000444645",928
